AGENDA - ENTREGA TÉCNICA 2026,,,,,,,,,,,,,,
10/03/2026,ter.,TER.,10:00,VR202936,29.530,MENELIK COSTA ADMINISTRACAO E NEGOCIOS LTDA,JORGE,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
10/03/2026,ter.,TER.,10:00,VR202895,29.530,MENELIK COSTA ADMINISTRACAO E NEGOCIOS LTDA,JORGE,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
10/03/2026,ter.,TER.,10:00,VR202912,29.530,MENELIK COSTA ADMINISTRACAO E NEGOCIOS LTDA,JORGE,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
11/03/2026,qua.,QUA.,08:00,TR031526,26.260,ARBORETHO IMPORTS LTDA,JORGE,LAVADO,NÃO,BRUNO MICHEL,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
11/03/2026,qua.,QUA.,09:00,TR018010,9.180,PROCEN PROJETOS E CONSTRUCOES LTDA,CARLOS,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
11/03/2026,qua.,QUA.,13:30,,,REUNIAO CIPA,,,,MARCIO,,,CONCLUIDO,
11/03/2026,qua.,QUA.,16:00,VR000852,11.180,ADM TRANSPORTES E LOGISTICA LTDA,LUIZ CARLOS,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
11/03/2026,qua.,QUA.,16:00,VR000809,11.180,ADM TRANSPORTES E LOGISTICA LTDA,LUIZ CARLOS,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
11/03/2026,qua.,QUA.,16:00,VR000853,11.180,ADM TRANSPORTES E LOGISTICA LTDA,LUIZ CARLOS,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
11/03/2026,qua.,QUA.,16:00,VR000932,11.180,ADM TRANSPORTES E LOGISTICA LTDA,LUIZ CARLOS,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
11/03/2026,qua.,QUA.,DE MANHÃ,,,WANDERSON INDISPONIVEL (ASSUNTO PARTICULAR),,,,WANDERSON,,CONFIRMADO,CONCLUIDO,
12/03/2026,qui.,QUI.,10:00,TR035346,11.180,ISABELA ANTUNES - USADO,GUILHERME,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
12/03/2026,qui.,QUI.,16:00,TR031837,11.180,JESUS ALIMENTOS E TRANSPORTADORA LTDA,LUIZ CLAUDIO,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
13/03/2026,sex.,SEX.,09:00,TR032214,26.260,ZUF FLORESTAS LTDA,LUIZ CLAUDIO,ñ lavar,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
13/03/2026,sex.,SEX.,16:00,VR202891,29.530,RODOVIARIO CONFIANCA LTDA,CRISTIANO,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
16/03/2026,seg.,SEG.,14:00,,,WANDERSON - MEDICO,FERNANDO GER.,,,WANDERSON,,CONFIRMADO,,
17/03/2026,ter.,TER.,09:00,VR003872,14.180,DIONE MARCIANO DE BRITO,GUILHERME,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
17/03/2026,ter.,TER.,16:00,VR005154,17.210,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
17/03/2026,ter.,TER.,16:00,VR005266,17.210,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
17/03/2026,ter.,TER.,16:00,VR005263,17.210,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
17/03/2026,ter.,TER.,16:00,VR003155,17.210,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
18/03/2026,qua.,QUA.,09:00,TR028460,30.320,VANIA MARIA MATIAS COUTINHO,DOUGLAS,,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
18/03/2026,qua.,QUA.,10:00,TR031170,26.260,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
18/03/2026,qua.,QUA.,10:00,VR005131,17.210,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
18/03/2026,qua.,QUA.,10:00,VR004920,17.210,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
18/03/2026,qua.,QUA.,10:00,VR003468,17.210,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
18/03/2026,qua.,QUA.,16:00,VR001339,11.180,ANAS TRANSPORTES LTDA,DOUGLAS,,NAO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
18/03/2026,qua.,QUA.,16:00,TR019567,30.320,MINERACAO PEDRA VIVA LTDA,LUIZ CLAUDIO,Ñ LAVAR,NAO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
19/03/2026,qui.,QUI.,09:00,TR034086,26.260,M&C TRANSPORTES LTDA,CRISTIANO,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,NÃO COMPARECEU,
19/03/2026,qui.,QUI.,13:30,TR023408,30.320,MARLON ATACAREJO LTDA,DOUGLAS,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
19/03/2026,qui.,QUI.,16:00,TR034086,26.260,M&C TRANSPORTES LTDA,CRISTIANO,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,NÃO COMPARECEU,
19/03/2026,qui.,QUI.,16:00,TR006975,17.210,ZUF FLORESTAS LTDA,LUIZ CLAUDIO,,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
20/03/2026,sex.,SEX.,DIA TODO,METEOR,,MMJV - CATALÃO,MARIANA,,,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
20/03/2026,sex.,SEX.,09:00,VR000416,14.180,CESAR SISTEMAS CONSTRUTIVOS LTDA,DOUGLAS,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
23/03/2026,seg.,SEG.,09:00,,,WANDERSON - MEDICO,FERNANDO GER.,,,WANDERSON,,CONFIRMADO,,
24/03/2026,ter.,TER.,09:00,TR016444,26.260,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,NÃO COMPARECEU,
24/03/2026,ter.,TER.,09:00,TR029913,26.260,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,NÃO COMPARECEU,
24/03/2026,ter.,TER.,09:00,VR003049,17.210,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,NÃO COMPARECEU,
24/03/2026,ter.,TER.,09:00,TR028366,26.260,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,NÃO COMPARECEU,
24/03/2026,ter.,TER.,13:30,TR034086,26.260,M&C TRANSPORTES LTDA,CRISTIANO,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
24/03/2026,ter.,TER.,16:00,VR202984,29.530,J A TRANSPORTES E CARGAS LTDA,PAULO,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
25/03/2026,qua.,QUA.,DIA TODO,,,EXPOAGRO ITUMBIARA,FABIANO,,,WANDERSON,ATENDIMENTO,CONFIRMADO,,
26/03/2026,qui.,QUI.,DIA TODO,,,EXPOAGRO ITUMBIARA,FABIANO,,,WANDERSON,ATENDIMENTO,CONFIRMADO,,
26/03/2026,qui.,QUI.,09:00,TR033316,26.260,MUNICIPIO DE ITAPURANGA,VALERIA,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
26/03/2026,qui.,QUI.,13:30,TR016444,26.260,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
26/03/2026,qui.,QUI.,13:30,TR029913,26.260,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
26/03/2026,qui.,QUI.,13:30,VR003049,17.210,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
26/03/2026,qui.,QUI.,13:30,TR028366,26.260,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
27/03/2026,sex.,SEX.,DIA TODO,,,EXPOAGRO ITUMBIARA,FABIANO,,,WANDERSON,ATENDIMENTO,CONFIRMADO,CONCLUIDO,
27/03/2026,sex.,SEX.,09:00,TR028203,26.260,INDUSTRIA E COMERCIO DE BEBIDAS IMPERIAL S.A.,ENEIAS,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
27/03/2026,sex.,SEX.,13:30,TR023001,30.320,TRANSPORTADORA DARCI LTDA,EURIPEDES,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
27/03/2026,sex.,SEX.,16:00,TR023786,30.320,PAULO DE CASTRO REZENDE,LUIZ CLAUDIO,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
30/03/2026,seg.,SEG.,08:00,TR021735,30.320,AUTO SOCORRO CAMPO ALEGRE LTDA,LUIZ CLAUDIO,LAVADO,SIM,BRUNO MICHEL,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
30/03/2026,seg.,SEG.,09:00,,,WANDERSON - MEDICO,FERNANDO GER.,,,WANDERSON,,CONFIRMADO,CONCLUIDO,
30/03/2026,seg.,SEG.,09:00,TR029251,31.320,CONSTRUTORA RASSI LTDA,PAULO,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
31/03/2026,ter.,TER.,DIA TODO,,,WANDERSON TREINAMENTO EDEALINA,WALERIA,,,,TREINAMENTO,CONFIRMADO,CONCLUIDO,
31/03/2026,ter.,TER.,09:00,VR006275,14.180,D & M LOCACAO DE EQUIPAMENTOS LTDA,PAULO,Ñ LAVOU,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
31/03/2026,ter.,TER.,09:00,TR032647,26.260,GLOBAL COMERCIO E INDUSTRIA DE TENDAS E GALPOES LTDA,JORGE,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
31/03/2026,ter.,TER.,13:30,VR000356,14.210,MUNICIPIO DE BELA VISTA DE GOIAS,WALERIA,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
31/03/2026,ter.,TER.,16:00,TR031440,9.180 OD,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE SANCLERLANDIA,VALERIA,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
01/04/2026,qua.,QUA.,13:30,TR026971,18.210,STADIUM CONSTRUTORA LTDA,DOUGLAS,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
01/04/2026,qua.,QUA.,13:30,TR030477,17.210,STADIUM CONSTRUTORA LTDA,DOUGLAS,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
01/04/2026,qua.,QUA.,16:00,TR025690,27.260,CONSTRUTORA CASTANHEIRA LTDA ,CRISTIANO,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
01/04/2026,qua.,QUA.,16:00,TR025668,27.260,CONSTRUTORA CASTANHEIRA LTDA ,CRISTIANO,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
02/04/2026,qui.,QUI.,09:00,TR028423,25.480,RTL ENCOMENDAS E CARGAS LTDA,CRISTIANO,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
02/04/2026,qui.,QUI.,13:30,TR004705,11.180,DELPS TRANSPORTES E LOGISTICA LTDA ,CARLOS,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
06/04/2026,seg.,SEG.,13:30,TR020213,31.320,CONSTRUTORA PERFIL LTDA,RUI,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
06/04/2026,seg.,SEG.,13:30,VR202983,29.530,TRANSTINI LOGISTICA EXPRESS LTDA,JORGE,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
06/04/2026,seg.,SEG.,16:00,TR022388,26.260,CONSTRUTORA CENTRO LESTE S.A.,RUI,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,NÃO COMPARECEU,
07/04/2026,ter.,TER.,09:00,TR020374,20.480,RBY EXPRESS TRANSPORTES LTDA,JORGE,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
07/04/2026,ter.,TER.,09:00,TR019888,20.480,RBY EXPRESS TRANSPORTES LTDA,JORGE,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
07/04/2026,ter.,TER.,16:00,TR031773,11.180,ROBSON BEZERRA DA SILVA LTDA,JORGE,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
08/04/2026,qua.,QUA.,DIA TODO,,,WANDERSON - CARGIL,WANDERSON,,,,TREINAMENTO,,CONCLUIDO,
08/04/2026,qua.,QUA.,09:00,VR000120,18.260,IPE RESIDUOS E SERVICOS LTDA,CARLOS,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
08/04/2026,qua.,QUA.,16:00,TR022388,26.260,CONSTRUTORA CENTRO LESTE S.A.,RUI,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
09/04/2026,qui.,QUI.,09:00,VR203128,29.530,BBT TRANSPORTES LTDA,DOUGLAS,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
09/04/2026,qui.,QUI.,09:00,VR203129,29.530,BBT TRANSPORTES LTDA,DOUGLAS,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
09/04/2026,qui.,QUI.,09:00,TR019289,26.260,CONSTRUTORA CENTRO LESTE S.A.,RUI,,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
09/04/2026,qui.,QUI.,16:00,TR023274,20.480,JOSE CARLOS GUIMARAES MESQUITA,JORGE,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
09/04/2026,qui.,QUI.,16:00,TR022904,20.480,NOVO MUNDO S.A. ,JORGE,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
09/04/2026,qui.,QUI.,16:00,TR003306,20.480,NOVO MUNDO S.A. ,JORGE,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
10/04/2026,sex.,SEX.,08:00,TR017799,26.260,CONSTRUTORA CENTRO LESTE S.A.,RUI,,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
10/04/2026,sex.,SEX.,13:30,TR022325,26.320,RNV SERVICOS SUSTENTAVEIS LTDA,ENEIAS,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,NÃO COMPARECEU,
10/04/2026,sex.,SEX.,16:00,TR031957,11.180,LC ENCOMENDAS E CARGAS LTDA,CRISTIANO,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
10/04/2026,sex.,SEX.,16:00,TR023566,25.480,LC ENCOMENDAS E CARGAS LTDA,CRISTIANO,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
11/04/2026,sáb.,SÁB.,08:00,TR031836,11.180,PMT LOGISTICA E TRANSPORTES LTDA,MARIANA,NÃO LAVAR,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
13/04/2026,seg.,SEG.,09:00,TR031662,11.180,ELI FRANCISCO DE LIMA JUNIOR,JORGE,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
13/04/2026,seg.,SEG.,13:30,TR022148,9.180,7 F TRANSPORTES LTDA,LUIZ CARLOS,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
13/04/2026,seg.,SEG.,13:30,TR022306,26.260,CONSTRUTORA CENTRO LESTE S.A. ,RUI,,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,NÃO COMPARECEU,
13/04/2026,seg.,SEG.,16:00,TR022325,26.320,RNV SERVICOS SUSTENTAVEIS LTDA,ENEIAS,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
13/04/2026,seg.,SEG.,16:00,TR031764,11.180,CASA DO PADEIRO LTDA,DOUGLAS,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
14/04/2026,ter.,TER.,DIA TODO,TR032349,17.210,MUNICIPIO DE VIANOPOLIS - combustivel p/ 100km ,WALERIA,LAVADO,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,,
14/04/2026,ter.,TER.,10:00,VR011148,11.180,ALL MOTORS SHOPPING CAR LTDA,GUSTAVO,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
14/04/2026,ter.,TER.,10:00,VR011105,11.180,ALL MOTORS SHOPPING CAR LTDA,GUSTAVO,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
14/04/2026,ter.,TER.,13:30,TR034761,30.320,ATACADISTA POPULAR DISTRIBUIDORA LTDA,MARIANA,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
14/04/2026,ter.,TER.,16:00,TR022306,26.260,CONSTRUTORA CENTRO LESTE S.A. ,RUI,,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
14/04/2026,ter.,TER.,16:00,TR011697,26.260,ECO FABERR CONSTRUTORA FABRICACAO ,PAULO,LAVADO,SIM,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
15/04/2026,qua.,QUA.,08:00,,,NOVO MUNDO S.A. ,JORGE,,NÃO,WANDERSON,TREINAMENTO ,,,
15/04/2026,qua.,QUA.,13:30,TR035172,30.320,TAM LOGISTICA E TRANSPORTES LTDA,LUIZ CLAUDIO,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
15/04/2026,qua.,QUA.,16:00,TR016518,26.260,070 AGROPECUARIA E COMERCIO LTDA,PAULO,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
16/04/2026,qui.,QUI.,DIA TODO,VR202932,29.530,ARMANDO MARTINS DE OLIVEIRA - ITUMBIARA,MÔNACO,,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
16/04/2026,qui.,QUI.,DIA TODO,VR202954,29.530,ARMANDO MARTINS DE OLIVEIRA - ITUMBIARA,MÔNACO,,NÃO,WANDERSON,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
16/04/2026,qui.,QUI.,09:00,VR003845,14.180,FERRO E ACO SUDOESTE LTDA,CRISTIANO,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
16/04/2026,qui.,QUI.,13:30,VR007059,17.210,CEL ENGENHARIA LTDA ,RUI,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
16/04/2026,qui.,QUI.,16:00,VR003734,14.180,ISOPLAY TELHAS TERMICAS LTDA,RUI,LAVADO,SIM,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
17/04/2026,sex.,SEX.,DE MANHÃ,,,WANDERSON,,,,,,,,
17/04/2026,sex.,SEX.,09:00,TR033198,26.260,LATICINIOS VILA RICA,GUILHERME,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,NÃO COMPARECEU,
17/04/2026,sex.,SEX.,16:00,TR021827,25.480,TRANSRODOVAL ENCOMENDAS E CARGAS LTDA ,PAULO,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMAR,CONCLUIDO,
20/04/2026,seg.,SEG.,13:30,VR007048,17.210,CEL ENGENHARIA LTDA ,RUI,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMADO,CONCLUIDO,
20/04/2026,seg.,SEG.,13:30,VR007148,17.210,CEL ENGENHARIA LTDA ,RUI,LAVADO,NÃO,MARCIO,ENTREGA TECNICA,CONFIRMAR,CONCLUIDO,
